symbol,composite_score,alpha_factors_score,ml_features_score,technical_score,sentiment_score,ml_predictor_score,confidence,num_factors,weight,last_price,target_qty,current_qty,delta,side,order_status,order_id,reason
CLPR,0.03837458740364846,0.07791810829704092,0.0,0.0,-0.0802559752765289,0.0,0.3333333333333333,89,0.0,3.67,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CLPT,-0.07514131053070496,0.10519553440382311,0.0,0.0,-0.616151845334289,0.0,0.3333333333333333,90,0.0,14.295,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CLRB,-0.03490957185233271,0.13369739121322957,0.0,0.0,-0.5407304610490195,0.0,0.3333333333333333,89,0.0,3.05,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CLSD,-0.005572960893880597,0.20903947730374967,0.0,0.0,-0.6494102754867713,0.0,0.3333333333333333,87,0.0,3.22,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CLSK,-0.09242572259339482,0.10894042734066471,0.0,0.0,-0.6965241723955733,0.0,0.3333333333333333,90,0.0,11.04,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CLW,0.061187287019795346,0.14647437564329788,0.0,0.0,-0.1946739788507122,0.0,0.3333333333333333,90,0.0,17.78,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CLX,-0.0011456213673828322,0.06597587136158133,0.0,0.0,-0.20251009955427526,0.0,0.3333333333333333,90,0.0,100.4,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CLYM,0.1425411666348025,0.14689574555383544,0.0,0.0,0.1294774298777036,0.0,0.3333333333333333,90,0.0,1.97,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMA,0.08915567491938793,0.18410932114048392,0.0,0.0,-0.1957052637439001,0.0,0.3333333333333333,90,0.0,76.29,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMBM,0.13479829248033398,0.40568786539513874,0.0,0.0,-0.6778704262640801,0.0,0.3333333333333333,89,0.0,2.555,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMC,0.042351276367161815,0.15130535608566825,0.0,0.0,-0.28451096278835747,0.0,0.3333333333333333,90,0.0,57.76,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMCO,-0.005149951649096194,0.1421514804157207,0.0,0.0,-0.4470542478435468,0.0,0.3333333333333333,90,0.0,14.28,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMCSA,0.04884782920594915,0.09816390085342795,0.0,0.0,-0.09910038573648723,0.0,0.3333333333333333,90,0.0,27.355,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMCT,0.5928379957099934,0.5253101803304638,0.0,0.0,0.795421441848582,0.0,0.3333333333333333,87,0.0018199454016379509,11.32,15,0,15,buy,risk_rejected,,Total positions limit exceeded: 20 >= 20
CME,0.28293013273335643,0.3720553570157252,0.0,0.0,0.015554459886250089,0.0,0.3333333333333333,90,0.057888263352099435,280.51,20,0,20,buy,risk_rejected,,Total positions limit exceeded: 21 >= 20
CMG,0.02456210704922367,0.07139642547813943,0.0,0.0,-0.1159408482375236,0.0,0.3333333333333333,90,0.0,30.61,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMI,0.3145519571069195,0.4615269729785632,0.0,0.0,-0.12637309050801165,0.0,0.3333333333333333,90,0.0,467.15,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMP,0.03763927495475602,0.1470148659071395,0.0,0.0,-0.29048749790239436,0.0,0.3333333333333333,90,0.0,17.21,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMPO,0.07706577943018583,0.22582884224107103,0.0,0.0,-0.3692234090024697,0.0,0.3333333333333333,90,0.0,19.52,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMPX,0.30604910665219004,0.37925544422411983,0.0,0.0,0.0864300939364006,0.0,0.3333333333333333,90,0.03846884593462196,4.99,763,0,763,buy,risk_rejected,,Total positions limit exceeded: 21 >= 20
CMRC,-0.05709394685845565,0.1699483376777461,0.0,0.0,-0.7382208004670607,0.0,0.3333333333333333,90,0.0,4.475,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMS,0.1884319083925084,0.2629091124517794,0.0,0.0,-0.034999703785304544,0.0,0.3333333333333333,90,0.0,74.445,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMSA,0.06283802382569405,0.10174962953556756,0.0,0.0,-0.05389679330392651,0.0,0.3333333333333333,86,0.0,22.92,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMSC,0.11370712421287939,0.18164206315917078,0.0,0.0,-0.09009769262599475,0.0,0.3333333333333333,89,0.0,23.64,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMT,0.07726822734331404,0.2080244242326772,0.0,0.0,-0.3150003633247754,0.0,0.3333333333333333,87,0.0,17.845,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CMTL,0.18154592933159286,0.30920886543227766,0.0,0.0,-0.2014428789704615,0.0,0.3333333333333333,90,0.0,3.17,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNA,0.17805435932350563,0.2256404570736435,0.0,0.0,0.03529606607309194,0.0,0.3333333333333333,90,0.0,46.345,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNC,0.24361148984446185,0.303900182988915,0.0,0.0,0.06274541041110238,0.0,0.3333333333333333,90,0.0,36.665,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNDT,0.12630237064303812,0.10411439668096717,0.0,0.0,0.1928662925292509,0.0,0.3333333333333333,90,0.0,1.995,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNK,0.23253213977807238,0.328074771891373,0.0,0.0,-0.05409575656182951,0.0,0.3333333333333333,90,0.0,29.685,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNMD,-0.012022720837445976,0.06386293269013386,0.0,0.0,-0.23967968142018545,0.0,0.3333333333333333,90,0.0,41.44,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNNE,-0.00797709407371506,0.07980720060257966,0.0,0.0,-0.2713299781025992,0.0,0.3333333333333333,90,0.0,15.1,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNO,0.1717844327481121,0.287065506420792,0.0,0.0,-0.17405878826992766,0.0,0.3333333333333333,90,0.0,40.19,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNOB,-0.016071566605007314,0.04136293003151823,0.0,0.0,-0.18837505651458392,0.0,0.3333333333333333,90,0.0,23.46,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNP,0.19004773400018654,0.23321965682142126,0.0,0.0,0.06053196553648229,0.0,0.3333333333333333,90,0.0,40.08,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNR,0.1008222204378653,0.25380573605627516,0.0,0.0,-0.35812832641736414,0.0,0.3333333333333333,90,0.0,81.4,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNS,-0.041694122942459465,0.09646301943813475,0.0,0.0,-0.45616555008424203,0.0,0.3333333333333333,90,0.0,59.77,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNSP,0.09669325399785061,0.11882641925801041,0.0,0.0,0.030293758217371212,0.0,0.3333333333333333,89,0.0,6.64,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNTX,0.05756457485761431,0.17845051520693178,0.0,0.0,-0.305093246190338,0.0,0.3333333333333333,89,0.0,1.115,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNTY,0.007620018001412627,0.12315380584994239,0.0,0.0,-0.3389813455441766,0.0,0.3333333333333333,90,0.0,1.58,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNVS,0.030114573189206153,0.10713013836045668,0.0,0.0,-0.2009321223245454,0.0,0.3333333333333333,90,0.0,2.59,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNX,0.27166595820096595,0.3676247491027652,0.0,0.0,-0.016210414504431985,0.0,0.3333333333333333,90,0.0,36.89,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CNXC,-0.015667830967621896,0.08951464245392214,0.0,0.0,-0.331215251232254,0.0,0.3333333333333333,90,0.0,32.87,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COCH,0.2273216501005985,0.1919520019290738,0.0,0.0,0.3334305946151726,0.0,0.3333333333333333,89,0.0,0.785,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COCO,0.3862476945069366,0.3967666390344731,0.0,0.0,0.3546908609243268,0.0,0.3333333333333333,90,0.0,46.35,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COCP,-0.03547630649275533,0.13812577087447944,0.0,0.0,-0.5562825385944595,0.0,0.3333333333333333,89,0.0,0.9882,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CODA,0.0246081844939845,0.15568261231010144,0.0,0.0,-0.3686150989543663,0.0,0.3333333333333333,89,0.0,8.05,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CODI,0.1372473797236897,0.10747643156726784,0.0,0.0,0.22656022419295513,0.0,0.3333333333333333,90,0.0,5.785,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CODX,0.09093921337162218,0.264878459430989,0.0,0.0,-0.43087852480647815,0.0,0.3333333333333333,90,0.0,0.3594,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COEP,0.31960962772795515,0.2724679374434876,0.0,0.0,0.4610346985813579,0.0,0.3333333333333333,88,0.002779916602501925,15.99,17,0,17,buy,risk_rejected,,Total positions limit exceeded: 21 >= 20
COF,-0.03190643691405808,0.09903805786500933,0.0,0.0,-0.42473992125126026,0.0,0.3333333333333333,90,0.0,202.03,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COFS,0.1850612093720735,0.2817069757455721,0.0,0.0,-0.1048760897484222,0.0,0.3333333333333333,89,0.0,28.83,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COGT,0.3687513991756303,0.546017644928094,0.0,0.0,-0.16304733808176086,0.0,0.3333333333333333,90,0.0031299061028169156,34.095,9,0,9,buy,risk_rejected,,Total positions limit exceeded: 21 >= 20
COHR,0.15342463810770982,0.37712070435217854,0.0,0.0,-0.5176635606256963,0.0,0.3333333333333333,90,0.0,138.72,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COHU,0.024280745974944357,0.14307882979688222,0.0,0.0,-0.33211350549086915,0.0,0.3333333333333333,90,0.0,21.44,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COIN,-0.06728772872675212,0.09065604829124921,0.0,0.0,-0.541119059780756,0.0,0.3333333333333333,90,0.0,267.18,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COKE,0.3483359094430916,0.4006283898000885,0.0,0.0,0.19145846837210076,0.0,0.3333333333333333,90,0.0,161.83,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COLB,0.081910201193708,0.1870015743546912,0.0,0.0,-0.23336391828924163,0.0,0.3333333333333333,90,0.0,25.84,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COLD,0.029969907720398325,0.06557353655637956,0.0,0.0,-0.07684097878754534,0.0,0.3333333333333333,90,0.0,10.87,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COLL,0.27392254972197405,0.4351044648460081,0.0,0.0,-0.20962319565012827,0.0,0.3333333333333333,90,0.0,45.335,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COLM,0.03631135751974608,0.10443956593041068,0.0,0.0,-0.1680732677122477,0.0,0.3333333333333333,90,0.0,51.24,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COMM,0.20445001138900323,0.35758659587409836,0.0,0.0,-0.25495974206628214,0.0,0.3333333333333333,90,0.0,16.815,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COMP,0.2401271892625643,0.333320650590447,0.0,0.0,-0.03945319472108391,0.0,0.3333333333333333,90,0.0,9.425,0,319,-319,sell,pending_new,e5e95db5-0d50-4455-b58d-7db643473182,Rebalance: reducing from 319 to 0
COO,0.12302368827550955,0.16816930286008985,0.0,0.0,-0.012413155478231352,0.0,0.3333333333333333,90,0.0,72.32,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COP,0.1835586241100727,0.2347375493796672,0.0,0.0,0.0300218483012892,0.0,0.3333333333333333,90,0.0,89.61,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COR,0.2875158843253048,0.38475356111646114,0.0,0.0,-0.004197146048164192,0.0,0.3333333333333333,90,0.28673139805805825,363.035,78,0,78,buy,risk_rejected,,Total positions limit exceeded: 21 >= 20
CORT,0.08249924216333877,0.1749499931664296,0.0,0.0,-0.19485301084593362,0.0,0.3333333333333333,90,0.0,75.43,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CORZ,0.10562298716911551,0.20099159961230986,0.0,0.0,-0.1804828501604675,0.0,0.3333333333333333,90,0.0,15.84,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CORZW,0.06921506134400494,0.18972209177600885,0.0,0.0,-0.2923060299520067,0.0,0.3333333333333333,90,0.0,9.52,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CORZZ,-0.05559887673427407,0.11581089940709983,0.0,0.0,-0.5698282051583957,0.0,0.3333333333333333,87,0.0,14.66,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COSM,0.011642246992857515,0.1374034470899061,0.0,0.0,-0.3656413532982882,0.0,0.3333333333333333,89,0.0,0.7201,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COST,0.02674156993058434,0.05815232305562113,0.0,0.0,-0.06749068944452603,0.0,0.3333333333333333,90,0.0,901.565,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COTY,-0.09884033650228301,0.04729198192405507,0.0,0.0,-0.5372372917812972,0.0,0.3333333333333333,90,0.0,3.335,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COUR,0.0770457252238176,0.15989818662128855,0.0,0.0,-0.17151165896859522,0.0,0.3333333333333333,90,0.0,8.22,0,0,0,hold,hold,,"No delta (current=0, target=0)"
COYA,0.12407500432283548,0.19535801225660282,0.0,0.0,-0.08977401947846655,0.0,0.3333333333333333,89,0.0,6.0,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPAY,0.078075590260256,0.16535568801423214,0.0,0.0,-0.1837647030016724,0.0,0.3333333333333333,90,0.0,276.09,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPB,0.1143012380936631,0.15373839905281883,0.0,0.0,-0.004010244783804058,0.0,0.3333333333333333,90,0.0,31.145,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPHC,0.0200831514870766,0.08502192310812885,0.0,0.0,-0.17473316337608014,0.0,0.3333333333333333,83,0.0,15.3,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPK,0.2752962887181809,0.3535982869708176,0.0,0.0,0.04039029396027063,0.0,0.3333333333333333,90,0.0,135.95,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPRT,0.07733604218611131,0.10230723095432824,0.0,0.0,0.002422475881460544,0.0,0.3333333333333333,90,0.0,41.3,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPRX,0.20477095580879404,0.2953046864577257,0.0,0.0,-0.06683023613800085,0.0,0.3333333333333333,90,0.0,22.48,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPS,0.08811765276638311,0.1771949260867177,0.0,0.0,-0.17911416719462064,0.0,0.3333333333333333,90,0.0,30.34,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPSH,0.1119683166438227,0.15428073609295145,0.0,0.0,-0.014968941703563547,0.0,0.3333333333333333,90,0.0,3.33,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPSL,0.1544781136266983,0.20535261907552826,0.0,0.0,0.0018545972802083898,0.0,0.3333333333333333,87,0.0,26.97,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPSS,0.19979767656330383,0.2746562603288314,0.0,0.0,-0.024778074733278817,0.0,0.3333333333333333,89,0.0,8.03,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPT,0.15207097960282093,0.20965575552394225,0.0,0.0,-0.020683348160543038,0.0,0.3333333333333333,90,0.0,102.3,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CPZ,0.09554790086281018,0.13344115896074374,0.0,0.0,-0.018131873430990476,0.0,0.3333333333333333,89,0.0,15.11,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CQP,0.1444963114117204,0.1926617485489605,0.0,0.0,0.0,0.0,0.3333333333333333,89,0.0,52.525,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CR,0.05875950042461275,0.1697447098390875,0.0,0.0,-0.2741961278188115,0.0,0.3333333333333333,90,0.0,180.43,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRAI,-0.02208824145711027,0.055820036198542956,0.0,0.0,-0.2558130744240699,0.0,0.3333333333333333,89,0.0,173.055,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRBP,0.25278703139561426,0.19679151182595658,0.0,0.0,0.4207735901045872,0.0,0.3333333333333333,90,0.0,12.145,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRBU,-0.04515031923914905,0.16188205994674998,0.0,0.0,-0.666247456796846,0.0,0.3333333333333333,90,0.0,1.905,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRC,0.12494988683348442,0.16520281901227216,0.0,0.0,0.004191090297121246,0.0,0.3333333333333333,90,0.0,47.76,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRCT,0.04086246706474265,0.09632245683299415,0.0,0.0,-0.12551750224001185,0.0,0.3333333333333333,90,0.0,4.635,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRDF,-0.04273315748779309,0.08158787075186973,0.0,0.0,-0.4156962422067815,0.0,0.3333333333333333,90,0.0,2.06,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRDO,0.04020769472314293,0.2268171367944582,0.0,0.0,-0.5196206314908028,0.0,0.3333333333333333,90,0.0,141.91,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CREX,0.19566132378692327,0.2544968500644704,0.0,0.0,0.019154744954281818,0.0,0.3333333333333333,89,0.0,2.62,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRF,0.04619877442401073,0.11878302585860995,0.0,0.0,-0.1715539798797869,0.0,0.3333333333333333,90,0.0,7.8,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRH,0.03842527726866582,0.1119661714348392,0.0,0.0,-0.1821974052298543,0.0,0.3333333333333333,90,0.0,109.25,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRI,0.005847499093515619,0.19865013286286007,0.0,0.0,-0.5725604022145176,0.0,0.3333333333333333,90,0.0,28.91,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRIS,0.106475614792562,0.12820121627151276,0.0,0.0,0.04129881035570972,0.0,0.3333333333333333,89,0.0,1.22,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRK,0.28170179204274487,0.39669627644650163,0.0,0.0,-0.06328166116852547,0.0,0.3333333333333333,90,0.0,24.93,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRL,0.04038719138560386,0.13249131045545712,0.0,0.0,-0.23592516582395587,0.0,0.3333333333333333,90,0.0,163.3,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRM,-0.024317297148366054,0.05270623940299962,0.0,0.0,-0.25538790680246304,0.0,0.3333333333333333,90,0.0,233.16,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRMD,-0.058788476459457915,0.08881051520154526,0.0,0.0,-0.5015854514424674,0.0,0.3333333333333333,90,0.0,10.165,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRMT,-0.013656774317275073,0.045874190132025934,0.0,0.0,-0.19224966766517806,0.0,0.3333333333333333,90,0.0,18.76,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRNC,-0.08336045595541562,0.08343489593995243,0.0,0.0,-0.5837465116415197,0.0,0.3333333333333333,90,0.0,7.91,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRNT,-0.0383952445457287,0.12124969217151382,0.0,0.0,-0.5173300546974562,0.0,0.3333333333333333,90,0.0,2.01,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRNX,0.19232025356971863,0.24009640482378553,0.0,0.0,0.048991799807517944,0.0,0.3333333333333333,90,0.0,43.25,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CROX,0.10969520253701613,0.07733462919895796,0.0,0.0,0.2067769225511906,0.0,0.3333333333333333,90,0.0,77.6,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRS,0.3034376745141506,0.43817995977078017,0.0,0.0,-0.1007891812557382,0.0,0.3333333333333333,90,0.0,325.275,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRSR,-0.06957647732109053,0.0775504493810192,0.0,0.0,-0.5109572574274196,0.0,0.3333333333333333,90,0.0,5.82,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRT,0.2785425986056664,0.35416411151137545,0.0,0.0,0.05167805988853903,0.0,0.3333333333333333,89,0.0,8.79,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRUS,0.00861785849375594,0.08750886860675672,0.0,0.0,-0.22805517184524635,0.0,0.3333333333333333,90,0.0,115.84,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRVL,-0.02791673892926998,0.05556301091354768,0.0,0.0,-0.2783559884577229,0.0,0.3333333333333333,90,0.0,72.88,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRVO,0.2622519014473876,0.2419644117547286,0.0,0.0,0.3231143705253644,0.0,0.3333333333333333,89,0.0,7.96,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRVS,0.40077383594491617,0.3625488366128065,0.0,0.0,0.515448833941245,0.0,0.3333333333333333,90,0.0,9.135,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRWD,0.12881454964643924,0.2568289295324103,0.0,0.0,-0.255228590011474,0.0,0.3333333333333333,90,0.0,517.3,0,0,0,hold,hold,,"No delta (current=0, target=0)"
CRWS,0.15104217835037842,0.21047822695073756,0.0,0.0,-0.027265967450698928,0.0,0.3333333333333333,88,0.0,2.735,0,0,0,hold,hold,,"No delta (current=0, target=0)"
