symbol,alpha_factors_score,ml_features_score,technical_score,fundamental_score,sentiment_score,ml_predictor_score,composite_score,confidence,num_factors_computed
A,0.2529210589994133,0.0,0.0,0.0,-0.07070240084084523,0.0,0.17201519403934867,0.2857142857142857,90
AA,0.29389744892158787,0.0,0.0,0.0,-0.18129179102646006,0.0,0.17510013893457588,0.2857142857142857,90
AAL,0.2375036235164519,0.0,0.0,0.0,-0.2688750780161592,0.0,0.11090894813329912,0.2857142857142857,90
AAME,0.11601133039378694,0.0,0.0,0.0,-0.8561351016404783,0.0,-0.1270252776147794,0.2857142857142857,89
AAOI,0.06338369879523471,0.0,0.0,0.0,0.0071751937715555545,0.0,0.04933157253931492,0.2857142857142857,90
AAON,0.1743166993104524,0.0,0.0,0.0,-0.11050640363997592,0.0,0.10311092357284532,0.2857142857142857,90
AAP,0.1590114989390386,0.0,0.0,0.0,-0.04771542942837774,0.0,0.10732976684718451,0.2857142857142857,90
AAPL,0.31045614391371495,0.0,0.0,0.0,-0.056157663656895285,0.0,0.21880269202106237,0.2857142857142857,90
AAT,0.10037004651109349,0.0,0.0,0.0,-0.08849441438249268,0.0,0.053153931287696944,0.2857142857142857,90
AB,0.23648543643218256,0.0,0.0,0.0,-0.04028046054590576,0.0,0.1672939621876605,0.2857142857142857,89
ABAT,0.19900761932078032,0.0,0.0,0.0,0.48750851689022867,0.0,0.27113284371314245,0.2857142857142857,90
ABBV,0.4028145809285113,0.0,0.0,0.0,-0.021844214925915567,0.0,0.2966498819649046,0.2857142857142857,90
ABCB,0.1480329964935981,0.0,0.0,0.0,-0.031369015070818275,0.0,0.103182493602494,0.2857142857142857,90
