symbol,alpha_factors_score,ml_features_score,technical_score,fundamental_score,sentiment_score,ml_predictor_score,composite_score,confidence,num_factors_computed,fused_score,fused_confidence,sentiment_confidence,rl_score,rl_confidence
AFL,0.25776931086311694,0.0,0.0,0.0,0.5,0.0,0.405735268415749,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
ANTX,0.10074156569244694,0.0,0.0,0.0,0.5,0.0,0.3624104145571865,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
ASTH,0.1440724064266661,0.0,0.0,0.0,0.5,0.0,0.3915375844959643,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
BK,0.3143777604852111,0.0,0.0,0.0,0.5,0.0,0.440181766444769,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
CAMP,0.23180136698916295,0.0,0.0,0.0,0.5,0.0,0.47093183250478665,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
CENX,0.2666787220224289,0.0,0.0,0.0,0.5,0.0,0.44730371522817985,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
CETY,0.3402306099713915,0.0,0.0,0.0,0.5,0.0,0.5012497090533848,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
CMI,0.40314733045391266,0.0,0.0,0.0,0.5,0.0,0.4608596324129931,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
CPF,0.20621073574357046,0.0,0.0,0.0,0.5,0.0,0.39627174541862886,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
CRCT,0.13072119192475004,0.0,0.0,0.0,0.5,0.0,0.3747308621770053,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
CUE,0.12130944624453266,0.0,0.0,0.0,0.5,0.0,0.4178738620816737,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
DGLY,0.20427236552748668,0.0,0.0,0.0,0.5,0.0,0.37390503471281383,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
DTB,0.06325318989287582,0.0,0.0,0.0,0.5,0.0,0.36647872678328075,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
FMC,0.10807253421716347,0.0,0.0,0.0,0.5,0.0,0.41511549965990524,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
FTF,0.17175891111383826,0.0,0.0,0.0,0.5,0.0,0.3961332508805589,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
GAP,0.32877492964267485,0.0,0.0,0.0,0.5,0.0,0.45359667851996455,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
GOCO,0.13782524483468028,0.0,0.0,0.0,0.5,0.0,0.434080389030658,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
HTLD,0.15979654921319805,0.0,0.0,0.0,0.5,0.0,0.4060605663706928,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
INOD,0.09705280275604272,0.0,0.0,0.0,0.5,0.0,0.41029041008603373,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
JOB,0.13258986763763816,0.0,0.0,0.0,0.5,0.0,0.3943993950076076,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
LEN,0.32516305404949414,0.0,0.0,0.0,0.5,0.0,0.44685224865082374,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
LSBK,0.218831417059283,0.0,0.0,0.0,0.5,0.0,0.40649842434822364,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
LXRX,0.2797305325703268,0.0,0.0,0.0,0.5,0.0,0.43987759055995374,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
MA,0.12228172268093193,0.0,0.0,0.0,0.5,0.0,0.3841908491190476,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
MXC,0.07838345428368934,0.0,0.0,0.0,0.5,0.0,0.3676362772138301,0.2857142857142857,77,0.5,0.6499999999999999,0.6,0.5,0.7
NNAVW,0.1782534221810473,0.0,0.0,0.0,0.5,0.0,0.4247018012159261,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
NUVL,0.41916729869303737,0.0,0.0,0.0,0.5,0.0,0.45597691506267773,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
OXLCP,0.06439691260252288,0.0,0.0,0.0,0.5,0.0,0.3644893053355676,0.2857142857142857,77,0.5,0.6499999999999999,0.6,0.5,0.7
PMTS,0.08501665932786545,0.0,0.0,0.0,0.5,0.0,0.40304014247729725,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
RAPT,0.42248978319538677,0.0,0.0,0.0,0.5,0.0,0.5086766094513702,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
RMTI,0.1465549099386797,0.0,0.0,0.0,0.5,0.0,0.4232726970133742,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
ROP,0.12416668173672976,0.0,0.0,0.0,0.5,0.0,0.38019417742392053,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
SNPX,0.5002323806923976,0.0,0.0,0.0,0.5,0.0,0.4902466488106457,0.2857142857142857,81,0.5,0.6499999999999999,0.6,0.5,0.7
SPCE,0.20810442440197996,0.0,0.0,0.0,0.5,0.0,0.44365642381021675,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
SPG,0.27603195966555555,0.0,0.0,0.0,0.5,0.0,0.4186842893314533,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
SPIN,0.2627963922910208,0.0,0.0,0.0,0.5,0.0,0.42106593614619503,0.2857142857142857,87,0.5,0.6499999999999999,0.6,0.5,0.7
SPXX,0.26264200887467715,0.0,0.0,0.0,0.5,0.0,0.42657245497215535,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
SRCE,0.31499478451835045,0.0,0.0,0.0,0.5,0.0,0.42303876870250545,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
SRTA,0.09832019966858851,0.0,0.0,0.0,0.5,0.0,0.383175167594063,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
TBCH,0.13045723416458674,0.0,0.0,0.0,0.5,0.0,0.398814093300493,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
TERN,0.5302649972855233,0.0,0.0,0.0,0.5,0.0,0.4943809846660743,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
TPH,0.30235593814297557,0.0,0.0,0.0,0.5,0.0,0.4348674112689383,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
TWIN,0.17737666372226998,0.0,0.0,0.0,0.5,0.0,0.4100057450887064,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
UNB,0.11078046828900502,0.0,0.0,0.0,0.5,0.0,0.39044512776071216,0.2857142857142857,86,0.5,0.6499999999999999,0.6,0.5,0.7
VGZ,0.3040267028711335,0.0,0.0,0.0,0.5,0.0,0.480008194555138,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
WTFC,0.27485019712768344,0.0,0.0,0.0,0.5,0.0,0.4202826183742272,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
ADC,0.285734556607835,0.0,0.0,0.0,0.5,0.0,0.4178358119363085,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
AENTW,0.2371760568914592,0.0,0.0,0.0,0.5,0.0,0.4033646128005783,0.2857142857142857,84,0.5,0.6499999999999999,0.6,0.5,0.7
AFG,0.18118500765955142,0.0,0.0,0.0,0.5,0.0,0.3896817899062326,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
AFJKU,0.28630517035764835,0.0,0.0,0.0,0.5,0.0,0.41441866333047084,0.2857142857142857,80,0.5,0.6499999999999999,0.6,0.5,0.7
ALLO,0.29226938874829866,0.0,0.0,0.0,0.5,0.0,0.46927427372693037,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
AMPL,0.23723785990581478,0.0,0.0,0.0,0.5,0.0,0.41378477286972726,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
ATGE,0.10047663430666373,0.0,0.0,0.0,0.5,0.0,0.3690030956387909,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
AVNS,0.20435560923798607,0.0,0.0,0.0,0.5,0.0,0.4072477346761432,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
BBCP,0.22477420666056555,0.0,0.0,0.0,0.5,0.0,0.41525816918404523,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
CDIO,0.08291321408742895,0.0,0.0,0.0,0.5,0.0,0.4285064578589179,0.2857142857142857,86,0.5,0.6499999999999999,0.6,0.5,0.7
CDZIP,0.24895123694187013,0.0,0.0,0.0,0.5,0.0,0.41348912790879244,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
CIM,0.2255030931113887,0.0,0.0,0.0,0.5,0.0,0.4185280682020731,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
DX,0.28374112103454935,0.0,0.0,0.0,0.5,0.0,0.42812053622626456,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
EFR,0.1503167027212661,0.0,0.0,0.0,0.5,0.0,0.38788598747072917,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
EVR,0.24421892588049476,0.0,0.0,0.0,0.5,0.0,0.4220159768807097,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
FBIN,0.25730912805698336,0.0,0.0,0.0,0.5,0.0,0.4417650252049067,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
FGNX,0.17450158364067603,0.0,0.0,0.0,0.5,0.0,0.45827907473375246,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
FIP,0.11521193426901426,0.0,0.0,0.0,0.5,0.0,0.38531555598046785,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
FKWL,0.13024641015321628,0.0,0.0,0.0,0.5,0.0,0.37930544228447366,0.2857142857142857,83,0.5,0.6499999999999999,0.6,0.5,0.7
GBR,0.05475833332366302,0.0,0.0,0.0,0.5,0.0,0.37717166023499654,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
GRC,0.21977343188092993,0.0,0.0,0.0,0.5,0.0,0.4092028229677179,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
H,0.38208620133541304,0.0,0.0,0.0,0.5,0.0,0.4501084069829724,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
HHH,0.36502343088488975,0.0,0.0,0.0,0.5,0.0,0.4546893714838712,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
IBCP,0.27927657475681855,0.0,0.0,0.0,0.5,0.0,0.42543070737185434,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
IGI,0.14990347581780306,0.0,0.0,0.0,0.5,0.0,0.38601694854989715,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
IRON,0.33919304958195123,0.0,0.0,0.0,0.5,0.0,0.4289061261113721,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
IRTC,0.34983215023710823,0.0,0.0,0.0,0.5,0.0,0.44859198841537357,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
IVDA,0.3172431041937971,0.0,0.0,0.0,0.5,0.0,0.4877206105615357,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
KIO,0.09801994179832339,0.0,0.0,0.0,0.5,0.0,0.38103352502338783,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
LGND,0.3474923481536778,0.0,0.0,0.0,0.5,0.0,0.4344822174639728,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
MAA,0.23206582754610122,0.0,0.0,0.0,0.5,0.0,0.40854187612891557,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
NIE,0.191280787483272,0.0,0.0,0.0,0.5,0.0,0.40586541005091825,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
NINE,0.1276111294901998,0.0,0.0,0.0,0.5,0.0,0.4330142605771806,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
NVRI,0.4635958666083926,0.0,0.0,0.0,0.5,0.0,0.47378248222155656,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
PAA,0.2610925388555061,0.0,0.0,0.0,0.5,0.0,0.4166482259614447,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
PATH,0.1054118369792036,0.0,0.0,0.0,0.5,0.0,0.3976414213978847,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
PFXNZ,0.21197012085495476,0.0,0.0,0.0,0.5,0.0,0.3976932771923648,0.2857142857142857,79,0.5,0.6499999999999999,0.6,0.5,0.7
PLRX,0.12624353942246233,0.0,0.0,0.0,0.5,0.0,0.3951627080811282,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
RFMZ,0.1267434778153821,0.0,0.0,0.0,0.5,0.0,0.37851728250846095,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
SNYR,0.09732804241527111,0.0,0.0,0.0,0.5,0.0,0.3362312022488202,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
SOBR,0.049302479173166124,0.0,0.0,0.0,0.5,0.0,0.2940804707111528,0.2857142857142857,87,0.5,0.6499999999999999,0.6,0.5,0.7
SYBX,0.1914314018537427,0.0,0.0,0.0,0.5,0.0,0.37263868058342964,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
THR,0.3617451109445599,0.0,0.0,0.0,0.5,0.0,0.44482123784682215,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
TNC,0.14241383863790605,0.0,0.0,0.0,0.5,0.0,0.38894619573483735,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
TSCO,0.19019343584097864,0.0,0.0,0.0,0.5,0.0,0.40598203708797925,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
TVGNW,0.11193161276921837,0.0,0.0,0.0,0.5,0.0,0.3751846128730741,0.2857142857142857,80,0.5,0.6499999999999999,0.6,0.5,0.7
UBSI,0.2767219711712053,0.0,0.0,0.0,0.5,0.0,0.4129169650277458,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
USNA,0.1133434391403242,0.0,0.0,0.0,0.5,0.0,0.37960019814542445,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
WCC,0.35245327419829003,0.0,0.0,0.0,0.5,0.0,0.45194849689822064,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
AA,0.3757283571006834,0.0,0.0,0.0,0.5,0.0,0.48221814316798484,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
AIM,0.15182776417031746,0.0,0.0,0.0,0.5,0.0,0.43684394558709483,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
BCSF,0.18402997466481186,0.0,0.0,0.0,0.5,0.0,0.3951061374730074,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
CSGP,0.14277703795880628,0.0,0.0,0.0,0.5,0.0,0.3908425027600786,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
CSW,0.3593210268198791,0.0,0.0,0.0,0.5,0.0,0.44626100986886663,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
DPZ,0.24065945648569703,0.0,0.0,0.0,0.5,0.0,0.4156636885215304,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
EAD,0.22436510283129607,0.0,0.0,0.0,0.5,0.0,0.41077133637406293,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
HASI,0.36936567130144443,0.0,0.0,0.0,0.5,0.0,0.45434519639893545,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
HBIO,0.3168372024117087,0.0,0.0,0.0,0.5,0.0,0.477533552374595,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
HGLB,0.25368006158761425,0.0,0.0,0.0,0.5,0.0,0.4379605868064156,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
HPE,0.13273354044148547,0.0,0.0,0.0,0.5,0.0,0.4036831433760825,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
ICMB,0.3117597918337743,0.0,0.0,0.0,0.5,0.0,0.43401514826909127,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
IDXX,0.41409029877463266,0.0,0.0,0.0,0.5,0.0,0.4573582115266669,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
IFF,0.3064849216457636,0.0,0.0,0.0,0.5,0.0,0.4301600012671781,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
LE,0.19131878348162065,0.0,0.0,0.0,0.5,0.0,0.4216220870805696,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
SBC,0.2123617801710721,0.0,0.0,0.0,0.5,0.0,0.42283861307932386,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
SCS,0.19577855210970116,0.0,0.0,0.0,0.5,0.0,0.3978864138115164,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
SMID,0.10979077238950213,0.0,0.0,0.0,0.5,0.0,0.40691126574053754,0.2857142857142857,87,0.5,0.6499999999999999,0.6,0.5,0.7
SWAG,0.29708575768727835,0.0,0.0,0.0,0.5,0.0,0.44899178461443745,0.2857142857142857,89,0.5,0.6499999999999999,0.6,0.5,0.7
THRM,0.18176265569101194,0.0,0.0,0.0,0.5,0.0,0.40061125320626306,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
TLSI,0.4598613395754806,0.0,0.0,0.0,0.5,0.0,0.5240887386570062,0.2857142857142857,90,0.5,0.6499999999999999,0.6,0.5,0.7
UUU,0.07760746812797141,0.0,0.0,0.0,0.5,0.0,0.3740899122631223,0.2857142857142857,88,0.5,0.6499999999999999,0.6,0.5,0.7
